rq_time,start,end,request_id
99100,114,107,663716
337544,161,237,1184864
154937,164,161,770658
33327,50,68,492719
323375,158,231,1132175
86179,142,42,626234
415617,143,186,1381477
418227,90,68,1386797
410921,41,24,1368453
220049,68,125,886438
8360,114,4,468274
413311,246,79,1368018
238162,142,137,941205
420732,79,262,1394186
420134,246,164,1384206
397044,48,162,1311561
161282,48,127,783997
225344,166,116,897059
396720,239,142,1308662
200360,68,186,828641
84212,234,186,631114
301911,143,237,1059797
414749,161,234,1371735
332168,170,234,1170446
304458,186,163,1077889
62178,237,142,563954
315397,43,48,1103816
426481,100,236,1418959
74299,246,238,597355
291057,68,238,1027745
402338,170,164,1324594
341948,141,233,1192258
332374,144,79,1172650
333540,13,148,1177016
216071,113,249,876241
160855,114,141,784692
386714,236,237,1280223
386922,237,161,1276970
399758,186,107,1327254
410691,233,148,1362418
289418,237,163,1031839
286217,151,13,1013696
383625,107,148,1271011
324219,142,141,1145920
333426,163,107,1165890
382907,141,87,1272226
406223,141,236,1342342
207614,137,68,849368
221997,162,100,885557
61252,163,50,563997
305664,100,233,1071538
40504,186,13,511635
246746,162,113,959905
297638,186,164,1053703
157463,148,125,776835
308593,164,236,1086923
37717,113,249,502138
41164,90,48,507818
390089,236,75,1292266
216325,79,170,872480
70022,158,68,590663
292015,229,140,1038363
376628,143,163,1246157
130468,229,237,703570
317694,164,43,1118785
58432,74,75,560550
46843,142,163,530049
294387,237,43,1039815
297053,231,13,1046607
321707,140,75,1126461
338240,144,107,1185002
422783,100,236,1409316
290599,231,45,1023563
202851,141,162,835373
382738,141,237,1266652
151455,87,79,764391
240311,246,45,945211
56069,13,68,547824
34269,100,144,494483
419943,237,151,1388571
393433,162,141,1303213
332155,100,230,1169347
233337,48,151,918386
85253,238,141,629013
80301,158,74,616605
143840,261,48,729691
299643,230,170,1055980
335975,230,107,1189265
325777,231,151,1138929
154606,239,238,775051
418407,13,211,1390182
341118,140,237,1195767
301217,162,68,1057092
314472,79,13,1107781
236221,229,237,931484
142877,41,74,731031
214697,100,79,862987
373348,239,237,1231436
7508,148,142,464727
67313,236,162,578873
44777,170,161,515509
42690,50,234,503742
397482,186,4,1317679
333790,230,229,1170908
249241,161,231,972964
62369,43,24,573221
257826,158,170,993591
249027,68,79,973210
85233,141,232,635343
239280,162,141,938221
229748,237,107,905582
315636,162,142,1104895
321182,170,232,1129402
44507,164,230,515924
221663,186,113,885169
318628,162,141,1124084
286886,48,137,1020693
397680,163,161,1308316
325531,249,113,1148751
82369,142,90,617942
53304,114,230,538967
322760,237,234,1129099
35240,162,186,491151
307275,233,166,1089280
415567,143,239,1377773
305252,162,140,1074931
226366,161,113,890486
322937,100,143,1125975
244669,170,249,956507
298513,246,163,1045950
415833,230,249,1373002
225699,162,107,890903
419642,161,162,1385511
409385,249,13,1353691
100495,163,100,660333
52878,137,186,533981
63222,162,140,568821
10980,158,48,471970
61375,230,162,563542
329615,234,249,1158539
53509,13,161,534746
201408,143,246,823302
395573,162,137,1299595
32139,231,249,494454
388079,43,234,1278059
155393,48,163,770808
67825,68,158,575028
332318,158,13,1166789
319567,162,87,1118445
402364,75,141,1322743
340350,107,186,1197806
385074,186,229,1276840
155475,186,170,773138
86266,74,244,625975
369789,239,161,1229453
386022,234,125,1278558
426617,170,4,1413746
234471,246,68,929738
220697,236,237,882718
377997,68,100,1253752
208574,100,50,843517
413787,48,186,1375357
398063,163,161,1315481
238317,107,233,936748
370001,229,162,1227911
372021,236,113,1233778
63886,140,262,565786
408911,164,48,1349081
287716,249,234,1014176
391015,137,234,1289983
201882,234,161,838456
407579,68,48,1349018
226708,163,236,892980
5364,148,79,463222
409391,239,151,1345536
60421,107,246,561438
201579,229,237,831673
417526,161,162,1385981
417627,163,141,1385616
304953,140,162,1068833
320439,237,229,1136412
242294,87,88,950463
160664,246,142,782217
204580,68,163,837542
327715,238,24,1156277
371042,224,140,1229759
381680,148,68,1271418
381164,236,237,1261326
60393,79,231,553729
267796,230,162,1003448
48708,186,68,527652
299732,170,161,1057651
240824,246,143,940346
405573,162,229,1341641
212576,158,13,864948
67559,230,142,580381
75470,246,249,596598
374590,50,166,1244998
316285,163,164,1103156
63309,68,79,568672
58009,107,229,562144
333214,237,74,1172055
54081,170,148,545012
389914,68,234,1287981
334334,233,107,1167124
57101,237,186,551593
58259,140,236,560698
425502,238,24,1418779
221533,186,229,888615
220217,113,140,887919
387653,186,158,1275239
417003,90,170,1373035
425305,230,234,1415695
371502,75,161,1232143
222234,237,141,886102
57820,162,239,560004
378169,162,170,1289309
302373,141,237,1071752
237299,230,140,933071
409540,230,100,1354211
66055,246,50,580328
259263,90,50,997845
5649,79,107,460488
247613,158,209,970169
48311,262,140,523058
67985,107,137,586289
67670,68,186,576977
324090,161,107,1138561
345639,161,262,1215218
306663,239,163,1082616
419846,48,162,1395410
221757,211,107,881231
157099,249,100,777072
400101,162,161,1329324
133665,87,137,710403
420055,79,231,1395445
6095,164,236,457961
421450,234,143,1400875
43696,236,43,521291
406570,107,164,1341565
293463,262,237,1033396
427352,230,41,1414562
54435,68,48,545585
301056,144,88,1057939
421311,113,87,1403297
292244,151,41,1039722
319716,237,236,1115755
332103,234,13,1175045
243723,107,239,954773
319134,163,161,1121574
306896,162,163,1079830
408679,140,236,1344538
44558,239,143,521023
155023,48,249,772921
417588,161,170,1376340
406298,233,75,1338605
244004,211,87,956586
316869,161,158,1115016
153735,237,236,758661
91114,249,107,650153
246196,163,142,961777
213617,236,162,860768
306728,233,170,1086133
55824,239,161,545062
422439,229,163,1399521
425372,68,42,1410543
332615,161,68,1176983
295714,163,164,1048121
173389,74,75,809327
387915,162,164,1283017
329939,148,113,1162433
82280,249,170,622160
410323,50,142,1344892
390077,237,236,1294067
417475,144,148,1374081
338162,249,141,1188859
314969,246,13,1111611
235893,230,162,924393
414131,238,243,1375605
399556,237,162,1332028
44479,163,43,517724
35132,230,13,492798
222311,233,186,888181
387029,113,186,1279916
425690,261,74,1419520
78182,50,48,607014
309440,231,164,1086955
223876,229,162,897974
421457,161,233,1402459
394937,170,114,1299732
394030,239,163,1307283
247623,158,209,969609
235022,238,229,932507
152337,142,239,762729
48339,163,100,531407
399298,107,87,1311134
387683,100,233,1273585
431208,162,151,1429184
428718,249,186,1426487
301518,237,161,1059856
376388,162,230,1246738
416533,90,68,1373468
396480,162,100,1319851
142725,137,79,728588
242766,163,141,952199
70598,237,43,592848
418251,162,246,1391028
312929,114,234,1099661
135695,162,211,715796
327584,237,230,1145956
316263,237,161,1104240
215525,230,246,868278
66667,143,164,583018
327562,238,244,1150132
291520,142,186,1037123
377097,142,162,1247248
291485,87,162,1022759
396897,163,236,1315685
300465,233,141,1056030
302866,68,163,1074558
402119,158,163,1331330
231420,164,170,918520
71957,12,148,593545
36754,162,229,500351
372273,170,186,1229755
316924,170,88,1115737
333876,68,48,1174720
129174,162,224,697763
72825,68,90,598724
7628,90,211,469222
212421,186,163,866303
308378,100,233,1091129
227697,163,230,905579
239997,238,262,943812
409180,100,249,1347617
211512,249,158,854889
290069,50,230,1026377
379709,262,236,1256193
229108,68,234,903830
317451,158,144,1115156
398843,107,79,1311944
417422,158,231,1379579
76953,68,74,611764
412981,230,186,1366590
258459,230,48,992398
146994,43,48,747398
244909,229,140,966972
423812,236,142,1408413
259248,74,75,1000055
204601,170,141,832124
320811,261,186,1127658
139941,114,234,718734
55152,163,141,545224
70513,162,170,594931
70286,114,142,595991
78736,186,249,610367
73795,161,24,601134
322458,162,141,1136875
87638,100,142,643129
210463,100,234,855441
407840,161,246,1344342
249178,237,229,981137
326923,239,142,1142490
85006,246,100,626156
94855,79,163,657972
42743,143,48,505403
84059,230,186,637200
154149,142,75,767790
86154,48,164,634488
59561,231,13,553087
68441,238,48,590892
245378,163,140,960842
125682,164,141,683349
217880,170,234,876324
287000,186,68,1018747
331009,163,236,1158331
42080,162,239,506257
383929,87,13,1262275
319243,229,233,1116715
57242,158,13,546778
401243,100,170,1330508
411891,262,140,1371093
49872,48,100,526587
153559,107,249,766686
385844,48,113,1279555
355160,48,143,1218907
88877,142,48,641204
127312,143,238,692201
220158,246,234,885812
252842,161,170,982304
316293,68,186,1105248
219595,161,234,871653
245872,43,186,965126
348633,230,42,1214864
40843,209,45,509549
144693,236,162,745566
335741,234,229,1180782
407512,79,68,1345453
289501,161,163,1027533
294578,211,148,1039198
65021,142,230,582942
242074,48,161,950479
294695,249,230,1034964
140813,162,231,733658
150918,43,246,755445
222599,68,261,883917
15795,231,48,476547
202551,262,229,831069
128456,68,137,692563
204245,170,88,838652
68212,166,116,584846
406382,186,50,1340905
309289,239,48,1088965
328878,236,237,1157600
381056,231,186,1253937
284769,186,234,1012835
58949,140,74,560448
296002,141,13,1048780
307543,231,158,1088698
345056,229,230,1204282
238851,170,151,939784
70163,140,234,590848
156243,48,68,777396
217425,186,161,873275
323459,107,170,1133886
304564,75,41,1068756
214745,48,237,865527
425460,13,50,1415565
312805,186,230,1101306
138900,239,237,723722
63493,68,100,563690
79074,211,144,614594
142178,246,170,728160
81702,262,137,616693
89944,114,148,649644
156822,141,43,769758
85268,87,79,633692
407836,144,246,1347547
56719,137,231,545380
292590,140,236,1034275
233809,50,74,916077
424361,230,186,1401327
66289,163,75,577756
229538,234,87,902608
421349,151,244,1401925
399445,161,230,1310872
388743,234,162,1282081
146868,236,237,742083
84605,164,162,632538
327091,186,229,1151436
413520,246,239,1364140
301901,164,234,1058867
304691,170,161,1077717
154623,107,234,766904
376503,43,161,1246153
90268,234,79,652728
203069,161,163,834780
237578,163,161,932623
288443,142,237,1030364
140794,239,161,731539
66982,230,237,582487
314166,43,236,1110722
158384,239,24,780889
306197,170,107,1082433
79577,158,261,621426
251511,186,113,971328
294688,100,162,1039665
46891,186,162,523365
207111,230,88,845504
72079,163,230,604070
50679,262,237,533825
426451,113,170,1416837
202648,125,13,841087
386858,161,79,1279851
145573,142,239,741659
329323,161,237,1164504
374187,186,230,1231239
309860,244,243,1101708
248445,162,161,975104
234256,162,229,930111
211721,142,141,859407
413551,158,239,1364070
392079,186,236,1294079
420416,107,79,1393394
69361,144,107,586905
339301,162,137,1197214
415193,211,68,1371824
87386,45,231,645165
51813,249,144,533551
342086,237,144,1204320
305105,238,239,1074359
394868,237,233,1295727
74181,234,142,604116
382758,231,233,1264267
122480,161,43,689925
82585,50,262,624689
82781,186,151,629606
388102,186,163,1279329
326561,140,114,1140475
292233,100,234,1038759
215793,234,161,863479
402283,163,141,1327291
227762,186,161,903356
388613,90,107,1274846
240344,234,186,936541
222475,238,142,880666
245915,100,162,966410
165086,186,144,788699
349053,50,142,1212810
286723,140,237,1013099
137083,140,262,721574
408381,50,246,1351558
224932,141,48,893464
297894,161,237,1045045
409561,230,249,1345894
318104,164,158,1119092
67524,161,229,582629
415486,246,107,1379081
319178,239,151,1121323
206526,74,151,843077
73974,262,249,599201
382403,164,161,1269682
316847,48,229,1120303
294924,186,140,1036024
407238,113,234,1349344
380927,186,162,1254583
78653,158,87,613216
196472,236,239,818578
143166,161,236,729298
343834,163,125,1210204
39373,42,43,503026
304431,74,41,1079294
374832,113,162,1239288
402157,113,234,1332078
209051,163,68,851676
389770,151,166,1294383
65908,231,158,580803
395928,107,234,1320323
70134,151,41,585547
229360,162,170,902569
383341,43,237,1270602
77996,100,148,612299
135937,246,100,711608
337497,236,75,1179651
337058,68,90,1188338
322509,142,230,1135996
331735,162,170,1169408
297660,238,239,1047535
144448,90,249,744455
210473,100,246,859153
87525,230,141,643654
409905,237,140,1353369
306666,236,239,1083375
230526,43,113,922138
245711,90,249,968926
417010,107,137,1376889
79247,230,229,616208
307383,41,233,1080884
287950,50,75,1015037
314403,158,230,1107035
10806,114,87,472839
400874,170,100,1329735
414019,48,107,1383902
303594,13,209,1069365
332301,249,234,1167685
412182,237,161,1369526
334523,231,144,1166153
78958,113,79,623131
305369,230,142,1076120
313099,231,170,1097559
237277,107,163,930451
340725,162,141,1191771
414416,237,141,1380980
412786,230,68,1365852
242833,161,170,948877
66598,186,48,582108
424998,162,239,1414567
394162,234,113,1296220
69448,186,230,593162
411885,143,246,1361934
400372,236,162,1323253
291174,261,231,1030285
308701,237,236,1088321
229917,100,161,902992
47842,237,236,528022
206622,48,237,844202
384882,161,233,1267609
2104,161,42,453033
206070,233,162,843093
229638,249,238,908791
296091,239,238,1047685
411725,234,186,1362774
210743,234,246,858627
211009,68,43,851798
341011,163,233,1199414
243139,238,143,952270
134071,143,43,712499
243188,236,161,955793
74600,262,233,597633
85981,114,249,626969
284727,262,140,1015166
236055,186,163,931203
410918,43,237,1359381
217153,161,162,874092
306063,186,236,1087454
320537,186,170,1132657
6641,79,148,458404
326305,230,161,1138819
86401,186,170,634831
419617,166,41,1384225
77542,148,249,611843
234972,161,100,923553
58432,236,239,552262
428879,68,142,1425983
286514,100,162,1016811
309793,161,43,1093225
52034,68,170,537374
369162,229,246,1228990
127607,249,239,690867
408090,238,151,1352692
124999,48,100,686149
93276,148,229,648274
40792,141,140,503950
248609,163,237,973325
303546,142,236,1064955
51545,45,13,539315
377773,237,113,1246371
243412,233,100,949994
292561,249,125,1042756
240672,238,48,935332
230496,45,164,914157
302627,162,163,1066002
79864,162,237,623247
87660,48,161,640379
398733,243,230,1315608
416798,164,170,1382822
221158,50,163,884824
151430,236,237,763876
323069,237,140,1127090
233267,229,4,920481
34300,186,234,492122
80192,246,163,620616
336239,79,170,1179831
325575,107,114,1147224
35653,151,161,493189
133035,233,148,706430
136653,68,186,723653
327610,186,68,1164369
14157,90,234,472378
64165,13,87,564691
384060,164,224,1270960
86543,237,43,640235
324645,239,166,1148187
139240,41,236,727380
62845,231,48,573081
141079,261,162,734546
337500,170,50,1181178
397527,161,107,1313817
391980,164,141,1284976
229330,236,238,902677
327005,239,229,1149448
124898,238,236,683837
160636,161,236,779654
407746,246,231,1347784
6589,231,144,457792
58485,246,43,562201
126536,161,164,696453
35261,143,50,490639
87461,100,107,643785
306585,162,137,1081082
236663,233,137,931105
406986,237,229,1354032
388837,233,229,1288578
208953,239,142,854902
147475,43,75,740088
223458,142,237,891532
308465,100,236,1080977
150559,141,142,753534
318082,233,246,1122438
233481,48,158,913717
300507,163,162,1058463
239745,262,236,943101
161290,142,162,782972
417224,68,186,1371319
375115,261,186,1243960
74316,151,236,601556
400067,170,107,1329765
254262,162,239,981826
407378,170,4,1354450
384044,239,236,1271614
237522,170,143,932641
30702,141,162,488297
150731,234,249,749334
297352,234,161,1048791
320828,231,246,1131624
146864,186,141,740289
74007,229,137,600076
393168,161,163,1303757
424870,231,148,1415413
292906,234,161,1033421
84821,141,151,632553
151966,234,230,760632
11273,158,246,473697
410844,107,144,1362669
67721,48,249,584062
305405,163,238,1069948
152557,162,233,768038
301157,90,246,1057030
324440,100,143,1143522
391849,74,166,1284353
125729,141,74,684872
5451,148,107,461754
73029,170,43,603947
408474,236,170,1352073
401325,161,233,1330266
310371,140,229,1097113
311310,237,140,1100813
326542,229,239,1148935
85700,100,164,636592
410858,186,249,1358951
236020,161,186,929545
224659,68,186,895532
291194,236,140,1022506
45133,148,162,514692
83324,107,236,634384
341156,79,234,1192112
57605,186,90,553333
312049,162,48,1094116
141935,142,246,729270
226738,237,236,895626
158412,230,164,774129
214581,238,236,863284
336849,100,90,1183097
162648,141,262,787913
303817,141,161,1066857
249837,234,87,977515
326330,162,107,1140960
414883,79,164,1381367
339711,87,236,1200544
130113,249,229,707551
38123,186,88,498053
148478,79,170,757118
309702,170,100,1100148
46764,161,113,512370
283159,239,231,1009738
310205,87,48,1096382
206311,100,163,841810
376807,186,234,1238900
64862,151,238,579032
54901,161,68,548537
338685,246,13,1203147
282043,161,186,1010778
330625,262,140,1164678
239475,161,142,947131
142353,237,141,731761
389252,234,246,1288281
383931,24,42,1262780
331888,237,162,1176946
151910,100,233,764464
308449,162,141,1085645
216618,164,125,873531
60511,161,186,558780
411300,237,142,1368120
72999,113,230,601566
417558,79,232,1389364
241762,234,79,952362
89218,79,230,645186
297422,237,75,1047168
401079,237,262,1326036
339628,48,50,1197771
385942,137,161,1280458
325546,141,262,1146276
331400,41,141,1177719
396410,246,161,1311152
143605,238,50,732182
255406,48,233,989934
132718,230,163,700355
425801,233,116,1413127
416381,164,249,1371474
42127,90,158,507061
334196,13,48,1168788
412715,48,158,1359594
87139,79,148,646616
304080,163,164,1067832
411007,142,239,1359360
39590,114,224,509135
332458,234,114,1175497
162777,142,238,787623
412541,162,90,1365129
421696,237,238,1399388
416425,246,142,1378471
249254,125,100,973396
398783,236,162,1309316
395493,170,161,1300710
201473,142,141,828501
391640,234,161,1285852
41002,162,230,507314
310049,170,164,1100382
136233,137,79,711718
68421,68,90,585600
55540,234,79,550228
332228,162,170,1172299
208246,170,161,845648
337989,142,113,1184716
51407,246,229,541723
199473,262,237,825427
296702,158,144,1049229
381446,186,143,1250681
201288,238,161,828315
318637,239,142,1122507
405105,170,161,1333985
315639,246,68,1111595
137341,211,262,724809
33416,142,163,493565
400417,161,162,1328219
27427,68,231,482786
401556,233,229,1326373
293783,166,163,1035205
415335,142,143,1381338
383757,229,100,1267693
429636,246,68,1427440
212475,236,233,865237
375974,107,87,1245186
230882,141,246,914016
251100,170,249,971458
319116,161,164,1114541
401268,162,249,1332021
424779,48,164,1400006
376223,231,161,1240239
235773,233,141,929766
236643,107,170,930526
341031,68,237,1195688
139439,113,107,724198
65865,158,148,583944
214162,141,137,868000
157756,142,233,771750
162194,186,125,793466
137597,164,144,727409
43273,42,166,517632
10560,246,48,464242
425814,230,246,1421037
238075,234,237,944148
225077,144,237,892968
328980,48,234,1153670
131499,246,237,706420
417505,163,246,1378047
380376,229,170,1260192
59804,237,140,560217
235728,161,164,925181
402878,68,234,1329207
416526,163,238,1378642
247254,211,232,970196
314969,161,100,1106008
83527,43,42,634732
426810,90,163,1412856
136886,170,48,718580
416105,163,230,1373538
324166,141,229,1149551
313386,249,48,1107644
289748,236,161,1030246
136492,239,142,709152
86021,107,236,636966
132423,100,170,700449
89869,148,164,646650
378731,142,237,1251763
212233,238,236,855276
48807,151,166,522137
421268,162,164,1408871
404404,68,114,1336961
413200,170,161,1359371
427965,100,238,1413941
85375,230,233,631089
229030,246,244,910542
373487,229,163,1234928
332167,48,237,1177668
79425,162,249,625394
388414,162,237,1276890
134002,237,234,710303
133760,238,142,710477
295963,233,141,1050793
309121,161,107,1087979
305964,161,164,1070652
60486,79,4,553392
402362,262,236,1323695
149730,237,161,752023
70700,164,230,595844
405868,162,141,1336881
418560,142,230,1395366
398799,43,236,1312894
386758,163,164,1274455
325017,50,238,1150471
300146,170,161,1056236
58976,246,13,553588
233170,231,234,916660
220935,230,100,883053
147588,107,236,742062
337736,249,107,1187005
282570,100,246,1012364
57001,43,186,548862
132299,239,163,699602
329652,230,142,1159079
55258,236,170,547908
396733,100,237,1317793
281474,48,246,1011893
251325,142,230,976655
308994,238,239,1089416
390586,68,246,1291643
211334,162,100,856445
328674,233,24,1163576
303689,233,140,1070771
150212,161,239,771006
402718,140,224,1322925
383372,229,161,1263714
325494,231,100,1142614
396628,166,238,1310432
399807,140,211,1330635
334761,43,143,1170197
393695,237,141,1308194
332467,237,239,1176251
329059,246,142,1162695
316395,88,261,1106480
371189,141,162,1230708
81025,239,238,617040
403442,234,170,1336807
400813,186,50,1331565
37010,224,137,498782
390856,186,249,1287200
70508,162,144,595061
206595,43,238,845229
343519,186,170,1206870
81729,140,262,618436
388961,186,164,1287857
392473,142,239,1302048
288406,186,137,1028045
2943,249,144,449402
157683,141,239,768966
315924,163,230,1110225
424074,161,249,1398507
320433,140,236,1120779
147606,79,107,756915
320942,170,229,1136401
296854,246,143,1053494
378788,262,141,1257859
64966,234,236,584482
374458,234,100,1245796
297243,224,164,1050220
420013,107,137,1389684
208969,211,244,854468
320619,90,246,1134452
414002,230,186,1381850
63706,100,48,567871
414953,114,113,1372167
330526,163,246,1160289
52317,186,107,538481
164861,100,42,792475
334714,13,236,1169217
52136,261,186,535085
306396,148,13,1089015
210550,48,239,854488
317109,162,141,1121710
44681,162,148,515319
400747,186,163,1325348
422236,229,141,1409864
421212,113,234,1389906
368807,162,141,1228680
70852,43,107,594477
373498,236,161,1235373
33598,163,68,493897
29951,164,234,488428
203051,170,107,838691
254939,186,48,986592
376708,229,140,1239208
329662,162,114,1163011
241741,50,48,948048
152417,239,236,760572
429051,230,142,1422671
237731,236,237,934231
242950,239,142,949402
82572,48,164,618545
382636,186,237,1268272
331681,186,100,1174050
132535,113,148,701402
57452,229,141,545699
329117,107,144,1164902
324904,246,170,1137220
152289,163,237,766690
417672,43,239,1384853
78429,164,79,606384
238979,230,229,944865
416286,234,4,1382283
236252,43,186,931501
321955,163,161,1135270
229456,141,262,909053
152616,234,68,761665
424753,142,68,1420348
233457,262,140,916669
407280,239,186,1346623
136211,238,142,709285
129246,141,161,697181
38093,68,125,501154
324476,161,137,1150565
219441,186,107,877156
399226,231,246,1307928
248942,113,261,979407
421068,161,170,1386498
89417,144,170,641984
400106,246,239,1330316
378039,262,141,1257650
376808,142,100,1248080
395551,43,88,1303959
374458,113,114,1248654
318735,140,170,1124369
71180,261,246,592479
38854,43,68,496483
411885,170,137,1362047
315842,166,262,1104525
383120,162,170,1266160
251640,68,229,974258
67623,234,113,584035
69567,12,170,587983
330096,262,236,1154741
238580,246,224,945756
121392,113,161,681067
257793,164,261,991713
50985,170,13,536637
306355,142,238,1085420
150827,170,90,748549
383412,161,233,1264828
191111,230,141,817846
243883,166,239,949167
5793,186,113,457609
53977,238,244,532912
227775,140,137,906944
251117,234,162,972119
311155,43,230,1097849
159844,48,143,779520
331952,186,211,1177505
398410,239,238,1319124
378790,142,164,1251141
42218,246,164,507523
251303,107,233,980580
64390,163,48,571024
140665,262,141,731994
425509,230,237,1418494
75276,142,151,600617
284977,42,87,1020602
316269,186,164,1112088
333535,75,43,1177541
302629,113,148,1067932
4758,140,143,461102
203952,234,158,831993
290916,249,163,1030335
59273,211,186,560979
212439,100,246,866075
39203,229,163,497482
56110,164,170,542477
229243,236,229,909001
71602,100,170,592873
304019,107,68,1067066
330831,142,186,1154670
384249,79,90,1264628
121005,142,238,681868
83659,90,244,627137
64295,24,238,569504
321488,141,229,1137032
334380,87,137,1169375
38350,230,125,498841
414758,170,239,1371918
46943,113,230,525464
297254,90,230,1043832
334899,237,43,1185175
400615,137,237,1321721
335875,170,246,1178759
384565,137,237,1268476
208108,100,231,841578
388168,13,230,1278420
56681,236,164,549959
407435,170,161,1356492
299138,236,41,1061264
388796,237,229,1282964
243165,142,79,949926
322983,90,100,1127517
293093,144,4,1043657
339474,79,13,1202906
57193,163,68,547652
49626,142,230,525563
142634,229,140,730611
81342,90,116,617073
400799,261,48,1328243
131908,238,239,700921
422785,262,237,1404075
207223,161,170,849508
87732,68,161,639869
381193,48,162,1259346
325534,75,74,1144622
